Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Rank,Status Whiteboard,Epic Link,Tags,Flagged,Rank (Obsolete),Epic/Theme,Sprint,Issuezilla Id
javacc,JAVACC-223,unchecked warnings due to no generics,Bug,Open,Major,Unresolved,paulcager,ff1959,ff1959,27/Apr/09 1:37 AM,,09/Sep/09 10:45 AM,,4.2,milestone 1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: Macintosh","Unchecked warnings are generated due to the lack of generics. If it can be
 proven that no warning is necessary, generate @SuppressWarnings(""unchecked""),
 otherwise use generics for type safe code.",,,,,,,,0|i0fd1z:,,,,,89596,,,223
javacc,JAVACC-222,Add option to skip generation of Node.java,Improvement,Open,Major,Unresolved,sreeni,gier,gier,24/Apr/09 3:45 PM,,24/Apr/09 3:45 PM,,4.2,milestone 1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","My use case is that I have two jjtree files, one sets ""VISITOR=true"" and creates
 a jjtAccept method in Node.java. The other jjtree file sets visitor to false. 
 I build them both at the same time, and the incorrect Node.java file (without
 jjtAccept) overwrites the good Node.java. So I would like to have an option in
 jjtree to skip generation of Node.java.",,,,,,,,0|i06clr:,,,,,37035,,,222
javacc,JAVACC-221,broken VISITOR_EXCEPTION support in javacc-4.2,Bug,Resolved,Critical,Fixed,sreeni,paulcager,paulcager,07/Apr/09 12:36 PM,,14/Jun/09 9:23 AM,14/Jun/09 9:23 AM,4.2,4.3,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hi,
 
 I installed javacc-4.2 and could not compile code that worked fine with 
 javacc-4.1. It turned out that in some files the variable 
 VISITOR_EXCEPTION was not replaced correctly and in other files the 
 throws-statement for this exception was missing.
 
 I attached the contents of the templates directory with the fix I 
 applied to make it work again.
 
 Best regards,
 Thomas",,,,,,,,0|i08xa7:,,,,,52049,,,221
javacc,JAVACC-220,Allow caller to provide stdout/stderr streams to ease embedding,New Feature,Open,Major,Unresolved,paulcager,bentmann,bentmann,20/Feb/09 11:30 AM,,09/Sep/09 10:46 AM,,4.0,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Consider a piece of Java code that whishes to run JavaCC embedded within the
 same JVM (e.g. the JavaCC Maven Plugin). For those clients, the tools already
 provide non-terminating main methods, like
 
 public static int mainProgram(String args[]) throws Exception
 
 This feature request is about extending those methods to also accept the
 stdout/stderr stream used by JavaCC to output diagnostic messages, i.e.
 something like
 
 public static int mainProgram(String args[], PrintStream out, PrintStream err)
 throws Exception
 
 The intention is to allow the caller to safely capture the output of JavaCC by
 providing the target streams (redirecting System.out/System.err is not safe).",,,,,,,,0|i04xtb:,,,,,28807,,,220
javacc,JAVACC-219,TOKEN_MANAGER_USES_PARSER can generate invalid code,Bug,Open,Major,Unresolved,sreeni,tcopeland,tcopeland,10/Feb/09 1:37 PM,,10/Feb/09 1:37 PM,,4.2,milestone 1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","We could raise an exception for this set of options when validating the grammar:
 
 $ cat foo.jj 
 options {
 BUILD_PARSER=false;
 TOKEN_MANAGER_USES_PARSER=true;
 STATIC=false;
 }
 PARSER_BEGIN(Foo)
 public class Foo {}
 PARSER_END(Foo)
 TOKEN : {
 <HELLO : ""hello"">
 }
 void Hello() : {} {
 <HELLO>
 }
 $ /usr/local/javacc-4.2/bin/javacc foo.jj 
 Java Compiler Compiler Version 4.2 (Parser Generator)
 (type ""javacc"" with no arguments for help)
 Reading from file foo.jj . . .
 File ""TokenMgrError.java"" does not exist. Will create one.
 File ""ParseException.java"" does not exist. Will create one.
 File ""Token.java"" does not exist. Will create one.
 File ""SimpleCharStream.java"" does not exist. Will create one.
 Parser generated successfully.
 $ javac *.java
 FooTokenManager.java:13: cannot find symbol
 symbol : class Foo
 location: class FooTokenManager
 public Foo parser = null;
 ^
 FooTokenManager.java:112: cannot find symbol
 symbol : class Foo
 location: class FooTokenManager
 public FooTokenManager(Foo parserArg, SimpleCharStream stream){
 ^
 FooTokenManager.java:120: cannot find symbol
 symbol : class Foo
 location: class FooTokenManager
 public FooTokenManager(Foo parserArg, SimpleCharStream stream, int lexState){
 ^
 3 errors",,,,,,,,0|i07uwn:,,,,,45832,,,219
javacc,JAVACC-218,TRACK_TOKENS behaviour for empty productions,Bug,Open,Major,Unresolved,paulcager,tvernum,tvernum,24/Jan/09 4:41 PM,,06/Apr/10 2:17 PM,,4.2,milestone 1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","In a JJTree file with a rule like this:
 
 void Modifiers() : {}
 {
 ( <PUBLIC> | <PRIVATE> | <STATIC> | <SYNC> )*
 }
 
 In the case where a declaration has no modifiers, the Modifiers node will be
 created, but it (conceptually) has no tokens.
 
 The behaviour in this case is that JJTree will call jjtSetFirstToken on the
 node, and will pass in the token that follows the (empty) modifiers (so in a
 Java-like language, that would be a type name token).
 JJTree will not call jjtSetLastToken.
 
 This is easy enough to work around in the cost that processes the AST - if the
 last token is null, it was an empty production - but it's not very intuitive,
 and probably not what was intended.",,,,,,,,0|i02yh3:,,,,,17250,,,218
javacc,JAVACC-217,Interaction between TRACK_TOKENS and NODE_SCOPE_HOOK,Improvement,Open,Major,Unresolved,paulcager,tvernum,tvernum,24/Jan/09 4:29 PM,,09/Sep/09 11:03 AM,,4.2,milestone 1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","With both TRACK_TOKENS and NODE_SCOPE_HOOK turned on, the generated jj file will
 look something like this:
 
 jjtreeOpenNodeScope(jjtn000);
 jjtn000.jjtSetFirstToken(getToken(1));
 // Production rules
 } finally {
 if (jjtc000) {
 jjtree.closeNodeScope(jjtn000, true);
 jjtreeCloseNodeScope(jjtn000);
 jjtn000.jjtSetLastToken(getToken(0));
 }
 
 Which means that the node that is passed to the open hook, has no idea of the
 first token, and the close hook cannot be sure which is the last token.
 This limits the amount of token processing that the node hooks can do.
 
 At the very least the documentation should make this clear, although it would be
 preferable if the hooks could make use of the node's token.",,,,,,,,0|i05vxb:,,,,,34333,,,217
javacc,JAVACC-216,Java 1.5 grammar lookahead problem,Bug,Open,Major,Unresolved,tcopeland,xlv,xlv,14/Dec/08 1:46 PM,,28/Sep/09 5:30 PM,,4.2,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","A bug report for PMD was submitted with a Java parsing problem. The grammar used
 by PMD is pretty similar to the one in examples/JavaGrammars/1.5/Java1.5.jj.
 
 To reproduce the problem, use the class:
 
 public class BadClass {
 public Class foo() {
 		return (byte[].class);
 }
 }
 
 Note that the problem occurs only for primitive types, (String[].class) is
 parsed correctly. It's somewhere in the CastLookahead rule but I haven't figured
 it out yet...
 
 Xavier",,,,,,,,0|i09anz:,,,,,54217,,,216
javacc,JAVACC-215,Version number not updated in some generated files,Bug,Resolved,Trivial,Fixed,sreeni,xlv,xlv,29/Nov/08 10:50 AM,,09/Sep/09 11:05 AM,09/Sep/09 11:05 AM,4.2,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Some of the files generated with jjtree and javacc are using 4.1 instead of 4.2
 for the version number:
 
 The AST node classes, Node.java, SimpleNode.java
 
 CharStream.java, 
 ParseException.java
 Token.java
 TokenMgrError.java
 
 At least the last ones (generated with javacc) have differences that are not
 only cosmetic ones.
 
 To reproduce:
 
 jjtree Java.jjt
 javacc Java.jj
 
 with the grammar:
 
 http://pmd.svn.sourceforge.net/viewvc/pmd/trunk/pmd/etc/grammar/Java.jjt?view=log",,,,,,,,0|i0fg33:,,,,,90087,,,215
javacc,JAVACC-214,jjtree 4.2 doesn't honor JDK_VERSION,Bug,Resolved,Major,Fixed,sreeni,xlv,xlv,29/Nov/08 10:23 AM,,14/Jun/09 4:28 AM,14/Jun/09 4:28 AM,4.2,milestone 1,jjtree,,1,0,,,,,,,,"Operating System: All
 Platform: All","In the Java grammar used by PMD, we are using the option JDK_VERSION = ""1.5"";
 
 Using javacc 4.1, JJTJavaParserState.java is generated using generics but when
 regenerated with 4.2, it's based on java 1.4.
 
 The grammar used is at:
 
 http://pmd.svn.sourceforge.net/viewvc/pmd/trunk/pmd/etc/grammar/Java.jjt?view=log",,,,,,,,0|i0dfyf:,,,,,78402,,,214
javacc,JAVACC-213,JavaCCGlobals.getIdString problem,Bug,Closed,Major,Duplicate,sreeni,cristiangoina,cristiangoina,19/Nov/08 10:19 AM,,29/Nov/08 3:23 AM,29/Nov/08 3:23 AM,4.1,4.2,general,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: All","I found this problem while I was compiling jboss source code on my Windows XP
 machine. The problem doesn't manifest on Linux and even on Windows there may be
 cases when it doesn't crop up.
 Currently on Microsoft platforms the idString looks like:
 /*@bgen(jjtree) Generated By:JJTree: Do not edit this line.
 C:\users\misc\jboss\jboss-5.0.0.CR2-src\server\output\parsers\org\jboss\ejb\plugins\cmp\ejbql\JBossQLParser.jj
 */
 
 When javacc tries to compile this file I got the following error:
 [javacc] Exception in thread ""main"" java.lang.Error: Invalid escape character
 at line 1 column 63.
 [javacc] at org.javacc.parser.JavaCharStream.readChar(Unknown Source)
 [javacc] at org.javacc.parser.JavaCCParserTokenManager.getNextToken(Unkno
 wn Source)
 [javacc] at org.javacc.parser.JavaCCParser.getToken(Unknown Source)
 [javacc] at org.javacc.parser.JavaCCParser.javacc_options(Unknown Source)
 
 [javacc] at org.javacc.parser.JavaCCParser.javacc_input(Unknown Source)
 [javacc] at org.javacc.parser.Main.mainProgram(Unknown Source)
 [javacc] at org.javacc.parser.Main.main(Unknown Source)
 
 
 I replicated the problem with javacc unit tests by renaming Tree.jt to uTree.jt
 and invoking javacc as part of the javaFiles test:
 ---
 <java failonerror=""true"" fork=""true"" outputproperty=""test7.out""
 classname=""jjtree"" classpath=""../../bin/lib/javacc.jar"">
 <arg line=""uTree.jjt"" />
 </java>
 
 <javacc target=""out-dir/uTree.jj""
 	 javacchome=""../../bin/lib""/>
 
 <echo>${test7.out}</echo>
 ----
 
 The fix for me was to replace line 232 from JavaCCGlobals.getIdString from
 return toolNamePrefix + "" Do not edit this line. "" +
 addUnicodeEscapes(fileName);
 to 
 return toolNamePrefix + "" Do not edit this line. "" + add_escapes(fileName);
 
 On unix like OS this should not be a problem and even on Windows it may show up
 only in certain cases",,,,,,,,0|i0e0kv:,,,,,81743,,,213
javacc,JAVACC-212,Cannot generate grammar documentation with jjdoc: Unknown regular expression type.,Bug,Closed,Major,Fixed,sreeni,shl,shl,18/Nov/08 7:27 PM,,29/Nov/08 3:23 AM,29/Nov/08 3:23 AM,4.1,4.2,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Trying to generate jjdoc got the following exception:
 
 $ ./jjdoc <PATH_TO_FILE>/ConfigParser.jj 
 Java Compiler Compiler Version 4.1 (Documentation Generator Version 0.1.4)
 (type ""jjdoc"" with no arguments for help)
 Reading from file <PATH_TO_FILE>/ConfigParser.jj . . .
 Oops: Unknown regular expression type.
 Oops: Unknown regular expression type.
 Exception in thread ""main"" java.lang.NullPointerException
 	at org.javacc.jjdoc.HTMLGenerator.print(Unknown Source)
 	at org.javacc.jjdoc.HTMLGenerator.println(Unknown Source)
 	at org.javacc.jjdoc.HTMLGenerator.nonterminalsStart(Unknown Source)
 	at org.javacc.jjdoc.JJDoc.emitNormalProductions(Unknown Source)
 	at org.javacc.jjdoc.JJDoc.start(Unknown Source)
 	at org.javacc.jjdoc.JJDocMain.mainProgram(Unknown Source)
 	at org.javacc.jjdoc.JJDocMain.main(Unknown Source)
 	at jjdoc.main(Unknown Source)",,,,,,,,0|i00wt3:,,,,,5316,,,212
javacc,JAVACC-211,Escape character escaped,Bug,Open,Major,Unresolved,sreeni,timp_work,timp_work,07/Nov/08 7:15 AM,,07/Nov/08 7:15 AM,,4.1,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Within the body of a rule
 if(outputDevice.endsWith("".V\"""")) {
 	pageVariablesAvailable = true; 
 }
 
 is transformed into 
 
 if(outputDevice.endsWith("".V\u005c"""")) {
 pageVariablesAvailable = true;
 }
 
 This probably is correct, in some sense, but it breaks the 
 thoughtworks qdox parser used by Maven .
 
 For my money it should be left alone.",,,,,,,,0|i0dix3:,,,,,78882,,,211
javacc,JAVACC-210,javacc.bat,Bug,Resolved,Major,Fixed,sreeni,mwaisberg,mwaisberg,05/Nov/08 8:44 AM,,09/Sep/09 11:06 AM,09/Sep/09 11:06 AM,4.1,5,general,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: All","the ""lib"" folder sits inside the ""bin"" folder, so javacc.bat should be changed 
 to:
 
 java -classpath ""%~dp0lib\javacc.jar"" javacc %1 %2 %3 %4 %5 %6 %7 %8 %9",,,,,,,,0|i0a68n:,,,,,59332,,,210
javacc,JAVACC-209,parsed java file,Bug,Closed,Major,Incomplete,sreeni,matthewsmith1994,matthewsmith1994,28/Oct/08 5:41 PM,,14/Jun/09 5:09 AM,14/Jun/09 5:09 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","I am new in the field. What I want to do are:
 
 Use the entire Lexical Specification and Parser Specification of current Java.
 I want to input an user Java file, and use Javacc to produce an parsed java file
 before it is converted to bytecode. so that I can see how exactly Javacc works.
 I do not know how should I do that. Please give me some guide. Thanks!
 
 Matthew",,,,,,,,0|i0ejmf:,,,,,84828,,,209
javacc,JAVACC-208,new option SUPPORT_CLASS_VISIBILITY_PUBLIC,Task,Resolved,Major,Fixed,paulcager,ericquil,ericquil,26/Sep/08 10:34 AM,,06/Oct/08 11:37 AM,06/Oct/08 11:37 AM,4.1,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","I thought it would be nice to hide the classes by giving them default visibility.
 I called the option SUPPORT_CLASS_VISIBILITY_PUBLIC.
 I will attach the patch.",,,,,,,,0|i0c76f:,,,,,71148,,,208
javacc,JAVACC-207,"tokenizer apparently treats ""if ("" as a token",Bug,Closed,Major,Incomplete,sreeni,sedgee,sedgee,23/Sep/08 7:12 AM,,14/Jun/09 9:38 AM,14/Jun/09 9:38 AM,current,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: PC","I *AM* a newbie, so I'm not certain that this is an issue.
 I'm writing a tokenizer for a language. 
 I'm not using the SKIP capability because, as I tokenize each line, I need to 
 reconstruct the line for later output. So the skip characters are treated as 
 tokens.
 The DemoProblem.jj file is: 
 =============================================
 
 options {
 	BUILD_PARSER=true;
 	IGNORE_CASE=true;
 	COMMON_TOKEN_ACTION=true;
 }
 
 PARSER_BEGIN(DemoProblem)
 
 import java.io.*;
 
 public class DemoProblem 
 {
 
 public DemoProblem(String fileName)
 {
 this(System.in);
 try { ReInit(new FileInputStream(new File(fileName))); }
 catch(Exception e) { e.printStackTrace(); }
 }
 
 
 public static void main(String[] args) {
 
 DemoProblem dpTokenManager;
 FileInputStream input_stream;
 try {
 	input_stream = new java.io.FileInputStream(args[0]);
 	dpTokenManager = new DemoProblem(input_stream);
 	} catch (java.io.FileNotFoundException e) {
 System.out.println(""Parser: File "" + args[0] + "" not found."");
 return;
 }
 
 	 while(dpTokenManager.token_source.handleToken().kind != EOF) {}
 }
 
 }
 
 PARSER_END(DemoProblem)
 
 TOKEN_MGR_DECLS: {
 
 
 	public static Token handleToken() {
 		Token tok;
 
 
 		while(true) {
 			try {
 			 tok = getNextToken();
 			 break;
 			} catch(TokenMgrError e) {
 				try {
 				 String skipped = recoverTo((char)'\n');
 			 SwitchTo(DEFAULT);
 				} catch(java.io.IOException eio) {
 					Integer jjmatchedKind = 0;
 					tok = jjFillToken();
 					break;
 				}
 			}
 		}
 	return tok;
 
 	}
 
 	private static String recoverTo(char delimiter) throws 
 java.io.IOException {
 	 String skipped = """";
 	 char c;
 	 while ((c = input_stream.readChar()) != delimiter) {
 	 skipped += c;
 	 }
 	 return skipped;
 	}
 
 	public static void CommonTokenAction(Token t) {
 		// System.out.println(""|"" + t.image);
 	}
 
 
 }
 TOKEN : {
 	<EOL : ""\n"" >
 }
 
 
 
 <DEFAULT>
 TOKEN : {
 	<DEFAULT_SKIP : <SKIPPER> > {System.out.println(""SKIPPER : "" + 
 matchedToken.image);}: DEFAULT
 |
 	<DEFAULT_COMMENT_SKIP : <COMMENT_SKIPPER> >{System.out.println
 (""COMMENT_SKIPPER : "" + matchedToken.image);} : DEFAULT
 |
 	<DEFAULT_EOL : <EOL>> {System.out.println(""EOL : "" + 
 matchedToken.image);}: DEFAULT
 | 
 	<END : ""end"" >{System.out.println(""end : "" + matchedToken.image);} : 
 IN_END
 |
 	<IF : ""if"" > {System.out.println(""IF : "" + matchedToken.image);}: IN_IF
 |
 	< UNK_NAME : <VARIABLENAME> > {System.out.println (""Unknown token : "" 
 + matchedToken.image);} : DEFAULT
 }
 
 /* Variations for digits */
 TOKEN : {
 	<ANY_NUMBER : (<SIGNED_DIGIT> | <HEX_DIGIT> | <OCTAL_DIGIT> | 
 <FLOATING_POINT_LITERAL>)>
 }
 
 TOKEN : {
 	<SIGNED_DIGIT : ([""+"",""-""])? ([""0""-""9""])+>
 	| <FLOATING_POINT_LITERAL: ([""0""-""9""])+ ""."" ([""0""-""9""])* (<EXPONENT>)? 
 ([""f"",""F"",""d"",""D""])? | ""."" ([""0""-""9""])+ (<EXPONENT>)? ([""f"",""F"",""d"",""D""])? | 
 ([""0""-""9""])+ <EXPONENT> ([""f"",""F"",""d"",""D""])? | ([""0""-""9""])+ (<EXPONENT>)? 
 [""f"",""F"",""d"",""D""]>
 	| <EXPONENT: [""e"",""E""] ([""+"",""-""])? ([""0""-""9""])+>
 	| <LETTER : [ ""a""-""z"", ""A""-""Z"" ] >
 	| < DIGIT: ([ ""0""-""9""])+ >
 	| < FOTHER: [""_"", "".""] >
 	| < NAM_OTHER: [""_""] >
 	| <HEX_DIGIT: (""0"" [""x"", ""X""] ([""0""-""9"", ""a""-""f"", ""A""-""F""] )+ ) >
 	| <OCTAL_DIGIT: (""8"" [""x"", ""X""] ([""0""-""7""] )+ ) >
 | <CHAR_STRING: (""\"""" ( [""a""-""z""] | [""A""-""Z""] | (<REVERSE_SOLIDUS> 
 [""\""""]) | <SKIPPER> | <SPECIAL_CHAR> | <DIGIT> )* ""\"""") >
 	| <REVERSE_SOLIDUS: ""\\"">
 	| <SPECIAL_CHAR: 
 ([""'"", ""."", ""?"", ""/"", ""~"", ""!"", ""@"", ""#"", ""$"", ""%"", ""^"", ""&"", ""*"", ""("", "")"", ""-
 "", ""_"", ""+"", ""="", ""["", ""{"", ""]"", ""}"", "";"", "";"", ""|"", "">"", ""<""]) >
 	
 }
 
 TOKEN : {
 < TEST_CONDITIONS : (""is"" | ""isnot"" | ""=""
 | ""and""
 | ""not""
 | ""or""
 | ""xor""
 | "">""
 | ""<""
 | "">=""
 | ""<=""
 | ""!="") >
 | <INVALID_TEST_CONDITIONS : (""<>"" ) >
 }
 
 TOKEN : {
 <SKIPPER : ("" ""
 | ""\t""
 | ""\r""
 | ""\f""
 | "","" ) >
 }
 
 TOKEN : {
 <COMMENT_SKIPPER : ((""//"" (~[""\n"", ""\r""])* (""\n"" | ""\r"" | ""\r\n"")?)
 | (""--"" (~[""\n"", ""\r""])* (""\n"" | ""\r"" | ""\r\n"")?)) >
 }
 
 
 TOKEN: {
 	<VARIABLENAME : (<LETTER> (<LETTER>|<DIGIT>|<NAM_OTHER>)*) > |
 	<FUNCTIONNAME : ( <VARIABLENAME> (<SKIPPER>)* ""("" ) >
 }
 
 
 <IN_END>
 TOKEN : {
 	<SK18: <SKIPPER> > {System.out.println(""SK18 Token : "" + 
 matchedToken.image);} : IN_END
 |
 	<C_SK18: <COMMENT_SKIPPER> > {System.out.println(""C_SK18 Token : "" + 
 matchedToken.image);} : IN_END
 |
 	<END_EOL : <EOL>> {System.out.println(""END_EOL Token : "" + 
 matchedToken.image);} : DEFAULT
 |
 	<END_IF : ""if""> {System.out.println(""END_IF Token : "" + 
 matchedToken.image);} : IN_END
 |
 	<ENDNAME : <LETTER> (<LETTER>|<DIGIT>|<NAM_OTHER>)* > 
 {System.out.println(""ENDNAME Token : "" + matchedToken.image);} : IN_END
 }
 
 
 <IN_IF>
 TOKEN: {
 < IF_TEST_CONDITION : <TEST_CONDITIONS> > {System.out.println
 (""IF_TEST_CONDITION Token : "" + matchedToken.image);} : IN_IF
 |
 	<SK19: <SKIPPER> > {System.out.println(""SK19 Token : "" + 
 matchedToken.image);} : IN_IF
 |
 	<IF_THEN : ""then"" > {System.out.println(""IF_THEN Token : "" + 
 matchedToken.image);} : DEFAULT
 |
 <IF_PAREN : (""("" | "")"") > {System.out.println(""IF_PAREN Token : "" + 
 matchedToken.image);} : IN_IF
 |
 <IF_DIGIT : <ANY_NUMBER> > {System.out.println(""IF_DIGIT Token : "" + 
 matchedToken.image);} : IN_IF
 |
 <IF_OPERATION : ( ""+""
 | ""-""
 | ""/""
 | ""**""
 | ""*"" ) > {System.out.println(""IF_OPERATION Token : "" + 
 matchedToken.image);} : IN_IF
 |
 <IF_IS_WITHIN : ""within"" > {System.out.println(""IF_IS_WITHIN Token : "" 
 + matchedToken.image);} : IN_IF
 |
 <IF_IS_WITHIN_RANGE : "".."" > {System.out.println
 (""IF_INVALID_TEST_CONDITION Token : "" + matchedToken.image);} : IN_IF
 |
 < IF_INVALID_TEST_CONDITION : <INVALID_TEST_CONDITIONS> > 
 		{System.out.println(""You don't want to use this: "" + 
 matchedToken.image);}: DEFAULT
 |
 <IF_USER_FUNCTION : <FUNCTIONNAME> > {System.out.println
 (""IF_USER_FUNCTION Token : "" + matchedToken.image);} : IN_IF
 |
 <IF_VAR : <VARIABLENAME> > { System.out.println(""You may use this: "" + 
 matchedToken.image);} : IN_IF
 
 }
 
 ================================
 and the input file is:
 // IF tests
 if (myLocalMeasurement is within 715 .. 790) and fryFish(4,5,6) is 
 within 715 .. 790 then
 -- message ""hahaha""
 end if 
 ===================================
 When I run ""java DemoProblem inputFile"", the ""if ("" is treated as a single 
 token, thus it's not recognized within the DEFAULT state.
 If I modify the input file and take out the paren after the if, the ""if"" is 
 correctly recognized within the DEFAULT state.
 I've written code that gets around this issue, but this seems to be a problem - 
 either with my approach (which seems most likely), or possibly with javacc.
 
 Comments/suggestions are welcome -",,,,,,,,0|i0fo5j:,,,,,91394,,,207
javacc,JAVACC-206,ParseException does not serialize correctly,Bug,Resolved,Minor,Fixed,paulcager,paulcager,paulcager,19/Sep/08 9:38 AM,,24/Sep/08 12:45 PM,24/Sep/08 12:45 PM,4.1,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All
 URL: https://javacc.dev.java.net/servlets/ReadMsg?list=users&msgNo=2560","Thanks to Julian Hyde for raising this issue. The full text is in the email he
 sent to the users' list:
 https://javacc.dev.java.net/servlets/ReadMsg?list=users&msgNo=2560.
 
 ParseException is (necessarily) Serializable, but it has a non-volatile ""Token""
 reference which isn't serializable.",,,,,,,,0|i09jvr:,,,,,55710,,,206
javacc,JAVACC-205,JDK_VERSION=1.6 does not invoke 1.5 branches,Bug,Resolved,Major,Fixed,paulcager,rafiyr,rafiyr,04/Sep/08 2:10 AM,,23/Sep/08 3:09 PM,23/Sep/08 3:09 PM,4.1,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","ParseGen.java checks for equality with 1.5 instead of
 Options.jdkVersionAtLeast(1.5) in two places. Leading to the generation of
 older style code.
 
 Also, Options.java explicitly checks against 1.5 and 1.6 instead of the AtLeast
 function.
 
 Options.java-578- public static String stringBufOrBuild() {
 Options.java:579: if (Options.getJdkVersion().equals(""1.5"") ||
 Options.getJdkVersion().equals(""1.6"")) {
 Options.java-580- return ""StringBuilder"";
 --
 ParseGen.java-551- if (Options.getErrorReporting()) {
 ParseGen.java:552: if (!Options.getJdkVersion().equals(""1.5""))
 ParseGen.java-553- ostr.println("" "" + staticOpt() + ""private
 java.util.List jj_expentries = new java.util.ArrayList();"");
 --
 ParseGen.java-625- ostr.println("" for (int i = 0; i <
 jj_expentries.size(); i++) {"");
 ParseGen.java:626: if (!Options.getJdkVersion().equals(""1.5""))
 ParseGen.java-627- ostr.println("" exptokseq[i] =
 (int[])jj_expentries.get(i);"");",,,,,,,,0|i0at8f:,,,,,63057,,,205
javacc,JAVACC-204,"Include javacc version in the ""Generated by javacc"" comment",Improvement,Open,Major,Unresolved,paulcager,rafiyr,rafiyr,04/Sep/08 1:54 AM,,22/Sep/08 3:48 PM,,4.1,milestone 1,general,,1,0,,,,,,,,"Operating System: All
 Platform: All","I have potentially different versions of javacc available on my systems and if
 an issue arises it would be nice to have some verification which version of
 javacc was in fact responsible for generating a given file.
 
 As such I'd suggest adding a version string to the comment javacc already puts
 in generated files.",,,,,,,,0|i0dme7:,,,,,79445,,,204
javacc,JAVACC-203,"@SuppressWarning(""serial"") can conflict with JavaCC Eclipse plugin",Bug,Resolved,Trivial,Fixed,paulcager,paulcager,paulcager,16/Jun/08 2:36 PM,,24/Sep/08 12:57 PM,24/Sep/08 12:57 PM,4.1~beta1,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Version 4.1 generates @SuppressWarning(""serial"") on TokenMgrError.java, which
 conflicts with the ""Automatically suppress warning in generated files"" option in
 JavaCC eclipse plugin. The compiler complains about duplicate annotation of the
 generated file:
 
 @SuppressWarnings(""serial"")
 public @SuppressWarnings(""all"") class TokenMgrError extends Error
 {
 ....
 }
 
 
 I think the easiest thing to do here is to explicitly declare a version ID - it
 does not have to be unique or a good hash value, or anything like that.
 http://c2.com/ppr/wiki/JavaIdioms/AlwaysDeclareSerialVersionUid.html gives a
 good description.",,,,,,,,0|i05fb3:,,,,,31641,,,203
javacc,JAVACC-202,the option TRACK_TOKENS is malfunction,Bug,Closed,Major,Cannot Reproduce,sreeni,ratermir,ratermir,10/Jun/08 11:28 PM,,02/Sep/08 2:43 AM,02/Sep/08 2:43 AM,4.0,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","In documentation, the option TRACK_TOKENS is specified to track first - last
 tokens of each AST node, but this option does nothing.
 jjtree displays warnin message 
 ""Warning: Line 17, Column 5: Bad option name ""TRACK_TOKENS"". Option setting
 will be ignored.""",,,,,,,,0|i0ckzj:,,,,,73385,,,202
